name,address,area,city,phone,website,rating,review_count,categories,hours,google_maps_url,search_term,scraped_at,facebook_url,instagram_url,tiktok_url,google_review_count,doctor_count,staff_count,site_score,has_online_booking,comments,segment,segment_name,practice_type,review_recency,latest_review_age,review1_name,review1_rating,review1_text,review2_name,review2_rating,review2_text,review3_name,review3_rating,review3_text,review4_name,review4_rating,review4_text,review5_name,review5_rating,review5_text
"Dr. Mark Margolin, DDS","
2100 Ross Ave Suite 960, Dallas, TX 75201, United States",Dallas Core,DFW,+1 214-999-0110,http://www.dallasdentalarts.com/,5.0,1,Periodontist,Show open hours for the week,"https://www.google.com/maps/place/Dr.+Mark+Margolin,+DDS/data=!4m7!3m6!1s0x864e993c33fc73c5:0xdada5b3fe28561cb!8m2!3d32.7875079!4d-96.7975702!16s%2Fg%2F11h5v96gql!19sChIJxXP8MzyZToYRy2GF4j9b2to?authuser=0&hl=en&rclk=1",dentist Downtown Dallas TX,2026-02-27T16:39:28.769728,,,,1,,,0,no,Website error: Page.goto: net::ERR_NETWORK_CHANGED at http://www.,2,"Warm Digital, No Proof",Solo,Aging,2yr 0mo ago,,,,,,,,,,,,,,,
Texas A&M University College of Dentistry,"
3302 Gaston Ave, Dallas, TX 75246, United States",Dallas Core,DFW,+1 214-828-8100,https://dentistry.tamu.edu/,3.5,233,Dental school,Show open hours for the week,https://www.google.com/maps/place/Texas+A%26M+University+College+of+Dentistry/data=!4m7!3m6!1s0x864e98db4f338095:0x22e75c23d64aa987!8m2!3d32.7895547!4d-96.7813161!16zL20vMDRfcWIy!19sChIJlYAzT9uYToYRh6lK1iNc5yI?authuser=0&hl=en&rclk=1,dentist Downtown Dallas TX,2026-02-27T16:39:32.422774,https://www.facebook.com/TAMUDENTISTRY,https://www.instagram.com/tamudental,,233,1,,7,no,Single practitioner,3b,Reputation Rescue - High Reviews,Solo,Fresh,30d ago,,,,,,,,,,,,,,,
Fitz Dental,"
2505 N Fitzhugh Ave #100, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-428-6217,https://www.fitzdentaldallas.com/?utm_source=google&utm_medium=local&utm_campaign=gmb,4.5,356,Dentist,,https://www.google.com/maps/place/Fitz+Dental/data=!4m7!3m6!1s0x864e9f2e67c976cf:0xcb6d4939e3688f3!8m2!3d32.812275!4d-96.7838056!16s%2Fg%2F11bvcvdz9r!19sChIJz3bJZy6fToYR84g2npPUtgw?authuser=0&hl=en&rclk=1,dentist Downtown Dallas TX,2026-02-27T16:39:49.193166,,,,356,,,3,no,No social media; No mobile viewport; Thin content,1b,Leaky Funnel - Aging Reviews,Unknown,Stale,4yr ago,,,,,,,,,,,,,,,
Dallas Uptown Endodontics,"
4144 N Central Expy #905, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-826-2364,http://www.dallasuptownendodontics.com/,4.9,676,Endodontist,Show open hours for the week,https://www.google.com/maps/place/Dallas+Uptown+Endodontics/data=!4m7!3m6!1s0x864e9f28f9fe137b:0x9c2178f4665273dd!8m2!3d32.814083!4d-96.7892397!16s%2Fg%2F11bwd2syrm!19sChIJexP--SifToYR3XNSZvR4IZw?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:41:45.961757,,,,676,2,,7,no,No social media; No SSL,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
In Focus Dentistry,"
2717 Howell St Suite D, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-242-0960,http://www.infocusdentistry.com/,4.8,172,Dentist,Show open hours for the week,https://www.google.com/maps/place/In+Focus+Dentistry/data=!4m7!3m6!1s0x864e992def69486d:0xcead6682cd09b38b!8m2!3d32.7998479!4d-96.8021209!16s%2Fg%2F1tmpwcz6!19sChIJbUhp7y2ZToYRi7MJzYJmrc4?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:42:31.815859,,,,172,,,2,no,No social media; No SSL; No mobile viewport; Thin content,1,Leaky Funnel,Unknown,Recent,8mo ago,,,,,,,,,,,,,,,
Knox Village Dentistry,"
2325 N Fitzhugh Ave Suite 200, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-265-7771,https://1dentalgrouptx.com/locations/knox-village-dentists-in-dallas/,4.8,439,Dental clinic,Show open hours for the week,https://www.google.com/maps/place/Knox+Village+Dentistry/data=!4m7!3m6!1s0x864e9f26a9ab1ecd:0x52549955a8de6301!8m2!3d32.8108338!4d-96.7821522!16s%2Fg%2F11b809zkl8!19sChIJzR6rqSafToYRAWPeqFWZVFI?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:43:36.780494,,,,439,,,9,yes,Has online booking; No social media; Has online booking,1,Leaky Funnel,Unknown,Fresh,14d ago,,,,,,,,,,,,,,,
Luxe Dental,"
4640 McKinney Ave #140, Dallas, TX 75205, United States",Dallas Core,DFW,,https://luxedentaldallas.com/,4.9,59,Dentist,Show open hours for the week,https://www.google.com/maps/place/Luxe+Dental/data=!4m7!3m6!1s0x864e9f47c50b6bad:0x3fdd8aff9be68266!8m2!3d32.823985!4d-96.7867125!16s%2Fg%2F11lp69fcbk!19sChIJrWsLxUefToYRZoLmm_-K3T8?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:43:43.632729,http://www.facebook.com/2008/fbml,https://www.instagram.com/luxedentaldallas,,59,4,,9,no,,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
OakHeights Dental,"
831 S R L Thornton Fwy, Dallas, TX 75203, United States",Dallas Core,DFW,+1 214-949-8954,http://affordabledallasdentist.com/,4.9,724,Dentist,Show open hours for the week,https://www.google.com/maps/place/OakHeights+Dental/data=!4m7!3m6!1s0x864e9991fbf52021:0x8a8fffa6a6561822!8m2!3d32.7422854!4d-96.8201604!16s%2Fg%2F1hc77jw63!19sChIJISD1-5GZToYRIhhWpqb_j4o?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:44:01.253764,,,,724,,,0,no,Website timeout,1,Leaky Funnel,Unknown,Fresh,90d ago,,,,,,,,,,,,,,,
Dental House,"
2617 Thomas Ave, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-979-3278,http://www.dentalhousedallas.com/,4.6,62,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+House/data=!4m7!3m6!1s0x864e992f1658f61f:0xe5996b5edadc363b!8m2!3d32.7951816!4d-96.7992015!16s%2Fg%2F1hbpwr_sh!19sChIJH_ZYFi-ZToYROzbc2l5rmeU?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:44:08.669454,,,,62,13,,7,no,Large team (13 doctors); No social media; No SSL,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
The Dental Method - Dentist of Dallas,"
5757 W Lovers Ln #109, Dallas, TX 75209, United States",Dallas Core,DFW,+1 214-227-6775,https://thedentalmethod.com/,4.9,289,Dentist,Show open hours for the week,https://www.google.com/maps/place/The+Dental+Method+-+Dentist+of+Dallas/data=!4m7!3m6!1s0x864e9e6080fcb3a3:0x19eea0b22503b56!8m2!3d32.8513911!4d-96.813754!16s%2Fg%2F11clyxdvjh!19sChIJo7P8gGCeToYRVjtQIgvqngE?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:44:21.582078,https://www.facebook.com/thedentalmethoddallas,https://www.instagram.com/thedentalmethoddallas,,289,7,,10,yes,Has online booking; Large team (7 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Henderson Family Dental,"
2011 N Henderson Ave, Dallas, TX 75206, United States",Dallas Core,DFW,+1 214-823-2182,https://www.hfdentist.com/?utm_source=GBPlisting&utm_medium=organic,4.9,650,Dentist,Show open hours for the week,https://www.google.com/maps/place/Henderson+Family+Dental/data=!4m7!3m6!1s0x864e9f36b0dcffa9:0xbab5ec7e529d53a9!8m2!3d32.8121562!4d-96.7758367!16s%2Fg%2F1tf65wzd!19sChIJqf_csDafToYRqVOdUn7stbo?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:44:49.186076,https://www.facebook.com/HFDentist,https://www.instagram.com/hendersonfamilydental,,650,18,,10,yes,Has online booking; Large team (18 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Vintage Dental Spa,"
4245 N Central Expy #240, Dallas, TX 75205, United States",Dallas Core,DFW,+1 214-520-0887,https://vintagedentalspa.com/,4.6,52,Dentist,Show open hours for the week,https://www.google.com/maps/place/Vintage+Dental+Spa/data=!4m7!3m6!1s0x864e9f262de1fbfb:0x2038eaf087f2c6ec!8m2!3d32.8170442!4d-96.7893272!16s%2Fg%2F1ttq2j7d!19sChIJ-_vhLSafToYR7Mbyh_DqOCA?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:45:38.574948,https://www.facebook.com/thorupdental,,,52,1,,8,no,Single practitioner; Facebook only; No mobile viewport,1,Leaky Funnel,Solo,Recent,7mo ago,,,,,,,,,,,,,,,
Aly Sergie DDS,"
2717 Howell St Suites B & C, Dallas, TX 75204, United States",Dallas Core,DFW,+1 214-242-0960,http://www.infocusdentistry.com/,4.7,108,Dentist,Show open hours for the week,https://www.google.com/maps/place/Aly+Sergie+DDS/data=!4m7!3m6!1s0x864e992def69486d:0x501b735d93a3eff3!8m2!3d32.7994877!4d-96.8021674!16s%2Fg%2F1tdpgm2f!19sChIJbUhp7y2ZToYR8--jk11zG1A?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:45:56.212321,,,,108,,,2,no,No social media; No SSL; No mobile viewport; Thin content,1b,Leaky Funnel - Aging Reviews,Solo,Stale,6yr ago,,,,,,,,,,,,,,,
Highland Smiles Dental,"
4925 McKinney Ave, Dallas, TX 75205, United States",Dallas Core,DFW,+1 214-528-9990,https://www.highlandsmilesdental.com/,4.7,217,Dentist,Show open hours for the week,https://www.google.com/maps/place/Highland+Smiles+Dental/data=!4m7!3m6!1s0x864e9f189d4df925:0x4b8848e1dd4cfd24!8m2!3d32.8277673!4d-96.78472!16s%2Fg%2F11bbyfx98w!19sChIJJflNnRifToYRJP1M3eFIiEs?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:04.853721,https://www.facebook.com/HighlandSmilesDental,,,217,4,,8,no,Facebook only,1,Leaky Funnel,Group,Fresh,30d ago,,,,,,,,,,,,,,,
White Dental Spa,"
3878 Oak Lawn Ave #310, Dallas, TX 75219, United States",Dallas Core,DFW,+1 972-853-9450,https://whitedentalsmile.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,4.9,207,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/White+Dental+Spa/data=!4m7!3m6!1s0x864e9ed07896adb5:0x68244fb76c503f66!8m2!3d32.8155192!4d-96.8007574!16s%2Fg%2F11dxch395g!19sChIJta2WeNCeToYRZj9QbLdPJGg?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:14.437474,https://www.facebook.com/tr,https://www.instagram.com/whitedentalspa,,207,4,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,150d ago,,,,,,,,,,,,,,,
Greenville Ave Dental,"
6336 Greenville Ave Suite A, Dallas, TX 75206, United States",Dallas Core,DFW,+1 972-483-9783,https://greenvilleavedental.com/,5.0,190,Dentist,Show open hours for the week,https://www.google.com/maps/place/Greenville+Ave+Dental/data=!4m7!3m6!1s0x864e9f3643c21abf:0xf1ee466502d689e9!8m2!3d32.8623003!4d-96.7671506!16s%2Fg%2F11k9_67m60!19sChIJvxrCQzafToYR6YnWAmVG7vE?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:21.642057,https://www.facebook.com/greenvilleavedental,https://www.instagram.com/greenvilleavedental,,190,14,,10,yes,Has online booking; Large team (14 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Lakewood Dental Studio,"
6220 Gaston Ave, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-945-0270,https://www.lakewooddentalstudio.com/,4.9,290,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lakewood+Dental+Studio/data=!4m7!3m6!1s0x864e9fdd3369f5fb:0x3c0b2273f2787e81!8m2!3d32.8119976!4d-96.754574!16s%2Fg%2F11ptslq8pk!19sChIJ-_VpM92fToYRgX548nMiCzw?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:29.155692,https://facebook.com/lakewooddentalstudio,https://instagram.com/LakewoodDentalStudio,,290,15,,10,yes,Has online booking; Large team (15 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Dental Arcade & Orthodontics,"
4828 Columbia Ave #100, Dallas, TX 75226, United States",Dallas Core,DFW,+1 214-919-2566,http://www.dental-arcade.com/,4.9,695,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+Arcade+%26+Orthodontics/data=!4m7!3m6!1s0x864e9913cf9f529d:0xef50cc7aad252a20!8m2!3d32.7948464!4d-96.7636448!16s%2Fg%2F11sr__6dxt!19sChIJnVKfzxOZToYRIColrXrMUO8?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:39.306449,https://www.facebook.com/dentalarcadetx,https://www.instagram.com/dentalarcadetx,,695,15,,8,yes,Has online booking; Large team (15 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Recent,12mo ago,,,,,,,,,,,,,,,
Northeast Dallas Dentistry,"
6401 E NW Hwy STE 100, Dallas, TX 75231, United States",Dallas Core,DFW,+1 214-302-0807,https://www.northeastdallasdentistry.com/?sc_cid=GBP%3AO%3AGP%3A746%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_MTEyNTczNzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.6,400,Dentist,Show open hours for the week,https://www.google.com/maps/place/Northeast+Dallas+Dentistry/data=!4m7!3m6!1s0x864e9f43b8f1d333:0xe8edf6899c05529f!8m2!3d32.857874!4d-96.750783!16s%2Fg%2F11h1rsk431!19sChIJM9PxuEOfToYRn1IFnIn27eg?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:46:54.484318,,,,400,,,2,no,No social media; No mobile viewport; Thin content,1,Leaky Funnel,Unknown,Fresh,14d ago,,,,,,,,,,,,,,,
Dallas Designer Smiles,"
8222 Douglas Ave #810, Dallas, TX 75225, United States",Dallas Core,DFW,+1 214-363-7777,http://www.dallasdesignersmiles.com/,4.9,205,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dallas+Designer+Smiles/data=!4m7!3m6!1s0x864e9e4480878039:0x23e44a76cce068f8!8m2!3d32.8628453!4d-96.8081116!16s%2Fg%2F1tp1z6vx!19sChIJOYCHgESeToYR-GjgzHZK5CM?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:47:13.490030,https://www.facebook.com/tr,https://www.instagram.com/dallasdesignersmiles,https://www.tiktok.com/@.dallasdesignersmilles,205,3,,7,no,No SSL,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Bleu Dentistry,"
3607 Oak Lawn Ave #250, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-699-4976,https://www.bleudentist.com/,4.5,253,Dentist,Show open hours for the week,https://www.google.com/maps/place/Bleu+Dentistry/data=!4m7!3m6!1s0x864e9ecfb0a47663:0x2facc317efdc28eb!8m2!3d32.8132067!4d-96.8046649!16s%2Fg%2F11c5g7752_!19sChIJY3aksM-eToYR6yjc7xfDrC8?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:47:25.215464,https://www.facebook.com/BleuDentistry,https://www.instagram.com/bleudentist,,253,4,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
"Jeffrey V. Jones, DDS","
712 N Washington Ave STE 400, Dallas, TX 75246, United States",Dallas Core,DFW,+1 469-890-1643,https://www.perfectgrin.com/?utm_source=google.com&utm_medium=business+profile&utm_campaign=,4.8,356,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Jeffrey+V.+Jones,+DDS/data=!4m7!3m6!1s0x864e98c5b2dad525:0xe36e0bfb5e418a43!8m2!3d32.7916026!4d-96.7781301!16s%2Fg%2F1vtqwh_6!19sChIJJdXassWYToYRQ4pBXvsLbuM?authuser=0&hl=en&rclk=1",dentist Uptown Dallas TX,2026-02-27T16:47:40.437587,https://www.facebook.com/perfectgrin,,,356,9,,10,yes,Has online booking; Large team (9 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Columbia Dental and Orthodontics,"
4611 Columbia Ave #104, Dallas, TX 75226, United States",Dallas Core,DFW,+1 214-827-8000,http://www.dallasdentalortho.com/,4.8,390,Dentist,Show open hours for the week,https://www.google.com/maps/place/Columbia+Dental+and+Orthodontics/data=!4m7!3m6!1s0x864e98b995cb1a81:0x3518ca792c5c8c53!8m2!3d32.7935177!4d-96.7664216!16s%2Fg%2F1w2yv94v!19sChIJgRrLlbmYToYRU4xcLHnKGDU?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:47:51.611006,https://www.facebook.com/columbiadentalortho,,,390,5,,7,yes,Has online booking; Facebook only; No SSL,1,Leaky Funnel,Group,Fresh,21d ago,,,,,,,,,,,,,,,
South Dallas Smiles,"
4432 S Malcolm X Blvd a, Dallas, TX 75215, United States",Dallas Core,DFW,+1 214-565-4330,http://www.sdsmiles.biz/,4.6,111,Dentist,Show open hours for the week,https://www.google.com/maps/place/South+Dallas+Smiles/data=!4m7!3m6!1s0x864e987e9f418c3d:0x20616e8027cf662e!8m2!3d32.757624!4d-96.7545087!16s%2Fg%2F1td48cvj!19sChIJPYxBn36YToYRLmbPJ4BuYSA?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:48:07.265910,https://www.facebook.com/SouthDallasSmiles,,,111,2,,6,no,Facebook only; No SSL; No mobile viewport,1,Leaky Funnel,Group,Fresh,60d ago,,,,,,,,,,,,,,,
Park Cities Dental Group,"
3110 Webb Ave Unit 300, Dallas, TX 75205, United States",Dallas Core,DFW,+1 214-528-7870,http://www.parkcitiesdentalgroup.com/,4.9,553,Dentist,Show open hours for the week,https://www.google.com/maps/place/Park+Cities+Dental+Group/data=!4m7!3m6!1s0x864e9f18f4b6af43:0x360206a18193de6a!8m2!3d32.8292881!4d-96.7844437!16s%2Fg%2F1tdxl8pc!19sChIJQ6-29BifToYRat6TgaEGAjY?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:48:13.423876,,,,553,25,,7,yes,Has online booking; Large team (25 doctors); No social media; No SSL,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
White Rock Dental,"
7324 Gaston Ave #121, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-348-2320,https://primedds.com/dentist/dallas/white-rock-dental/,4.6,657,Dentist,Show open hours for the week,https://www.google.com/maps/place/White+Rock+Dental/data=!4m7!3m6!1s0x864ea059e287b973:0x92d7c6e3f8db9050!8m2!3d32.8114873!4d-96.7309198!16s%2Fg%2F1tgnmh3v!19sChIJc7mH4lmgToYRUJDb-OPG15I?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:48:23.836276,https://www.facebook.com/tr,,,657,17,,10,yes,Has online booking; Large team (17 doctors); Facebook only; Has online booking,1,Leaky Funnel,Group,Fresh,120d ago,,,,,,,,,,,,,,,
DNA Dental of Dallas: Darya Timin DDS,"
6162 E Mockingbird Ln # 205, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-295-9270,http://www.dnadentaldallas.com/?utm_campaign=gmb,4.9,283,Cosmetic dentist,Show open hours for the week,https://www.google.com/maps/place/DNA+Dental+of+Dallas:+Darya+Timin+DDS/data=!4m7!3m6!1s0x864e9f65bfc3100d:0x99f9cd98c26ab1ce!8m2!3d32.8361835!4d-96.7586685!16s%2Fg%2F11g7z08shl!19sChIJDRDDv2WfToYRzrFqwpjN-Zk?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:48:38.159418,https://www.facebook.com/dnadentaldallas,https://www.instagram.com/dr.darya_timin,,283,11,,9,yes,Has online booking; Large team (11 doctors); No SSL; Has online booking,1,Leaky Funnel,Group,Fresh,90d ago,,,,,,,,,,,,,,,
Great Expressions Dental Centers - Wycliff,"
2525 Wycliff Ave Ste 107, Dallas, TX 75219, United States",Dallas Core,DFW,+1 214-247-6732,https://www.greatexpressions.com/dental-offices/dentist-in-dallas-texas-wycliff-ave/,4.3,472,Dentist,Show open hours for the week,https://www.google.com/maps/place/Great+Expressions+Dental+Centers+-+Wycliff/data=!4m7!3m6!1s0x864e9ea5dd649e53:0x182f920c6893b4ca!8m2!3d32.8102056!4d-96.8199617!16s%2Fg%2F1whdjs3q!19sChIJU55k3aWeToYRyrSTaAySLxg?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:48:54.234283,,,,472,,,5,no,No social media,1a,Leaky Funnel - No Booking,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Lakewood Dental Group,"
6434 E Mockingbird Ln Ste. 215, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-827-1885,https://www.lwdentist.com/,5.0,556,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lakewood+Dental+Group/data=!4m7!3m6!1s0x864e9f572800ec81:0xe199062b761a2754!8m2!3d32.835418!4d-96.751554!16s%2Fg%2F1txc7fvl!19sChIJgewAKFefToYRVCcadisGmeE?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:49:07.207269,https://www.facebook.com/lwdentalgroup,https://www.instagram.com/explore/locations/1782861318691526/lakewood-dental-group,,556,10,,10,yes,Has online booking; Large team (10 doctors); Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
"Village Family Dental - Dentist in Dallas, Duncanville","
4041 W Wheatland Rd #202, Dallas, TX 75237, United States",Dallas Core,DFW,+1 972-780-1919,https://www.villagefamilydental.org/,4.9,812,Dentist,Show open hours for the week,"https://www.google.com/maps/place/Village+Family+Dental+-+Dentist+in+Dallas,+Duncanville/data=!4m7!3m6!1s0x864e91a46f4706e1:0xcf64bdcfd0967249!8m2!3d32.6483734!4d-96.8849377!16s%2Fg%2F11b5wmqtm3!19sChIJ4QZHb6SRToYRSXKW0M-9ZM8?authuser=0&hl=en&rclk=1",dentist Uptown Dallas TX,2026-02-27T16:49:16.223305,https://www.facebook.com/tr,https://www.instagram.com/villagedental4041,,812,2,,8,yes,Has online booking,1,Leaky Funnel,Group,Fresh,7d ago,,,,,,,,,,,,,,,
Lakewood Family Dental Care - Dallas,"
6329 Oram St, Dallas, TX 75214, United States",Dallas Core,DFW,+1 214-447-3302,https://www.lakewoodfamilydental.com/?utm_source=GoogleOrganic&utm_medium=GMBwebsite&utm_campaign=GMBWebsiteLink,4.9,406,Dentist,Show open hours for the week,https://www.google.com/maps/place/Lakewood+Family+Dental+Care+-+Dallas/data=!4m7!3m6!1s0x864e9f56c7c4bbb3:0xa22c08094716c4c1!8m2!3d32.814086!4d-96.754019!16s%2Fg%2F1vy7g_3v!19sChIJs7vEx1afToYRwcQWRwkILKI?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:49:33.542832,https://www.facebook.com/eastdallasdentist,https://www.instagram.com/lakewoodfamilydentalcare,,406,5,,10,yes,Has online booking; Has online booking,1,Leaky Funnel,Group,Fresh,14d ago,,,,,,,,,,,,,,,
Mothers' Choice Dental - Dallas,"
5437 E Grand Ave, Dallas, TX 75223, United States",Dallas Core,DFW,+1 214-429-3359,https://www.motherschoicedental.com/?utm_source=GMBListing&utm_medium=Organic&utm_campaign=Localbusiness,5.0,347,Dentist,Show open hours for the week,https://www.google.com/maps/place/Mothers%27+Choice+Dental+-+Dallas/data=!4m7!3m6!1s0x864ea209cd1723c1:0xa0cba7ae5a22dd0!8m2!3d32.793013!4d-96.7486136!16s%2Fg%2F11c3ts1_rq!19sChIJwSMXzQmiToYR0C2i5Xq6DAo?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:49:42.853125,https://www.facebook.com/login,,,347,3,,10,yes,Has online booking; Facebook only; Has online booking,1,Leaky Funnel,Group,No reviews,,,,,,,,,,,,,,,,
Dental and Braces,"
607 S Tyler St, Dallas, TX 75208, United States",Dallas Core,DFW,+1 866-228-5361,,4.5,331,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dental+and+Braces/data=!4m7!3m6!1s0x864e9bdce5cd34cd:0xa8cf909efb84521!8m2!3d32.7397288!4d-96.8378299!16s%2Fg%2F11h84kh649!19sChIJzTTN5dybToYRIUW47wn5jAo?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:49:54.395013,,,,331,,,0,,No website,4b,Invisible Good - High Reviews,Unknown,Stale,3yr ago,,,,,,,,,,,,,,,
Dallas Cosmetic Dental,"
8226 Douglas Ave SUITE 753, Dallas, TX 75225, United States",Dallas Core,DFW,+1 214-915-2086,https://dallascosmeticdental.com/,5.0,61,Dentist,Show open hours for the week,https://www.google.com/maps/place/Dallas+Cosmetic+Dental/data=!4m7!3m6!1s0x864e9e447bfc7fd9:0x99a629c889b856c4!8m2!3d32.8634578!4d-96.8077915!16s%2Fg%2F1tg8k3_r!19sChIJ2X_8e0SeToYRxFa4icgpppk?authuser=0&hl=en&rclk=1,dentist Uptown Dallas TX,2026-02-27T16:50:00.779768,https://www.facebook.com/GaryAlhadefDDS,https://www.instagram.com/garyalhadefdentistry,,61,16,,9,yes,Has online booking; Large team (16 doctors),1,Leaky Funnel,Group,Fresh,180d ago,,,,,,,,,,,,,,,
