segment,segment_name,name,address,city,state,phone,website,rating,review_count,categories,hours,google_maps_url,neighborhood,has_website,search_term,vertical,scraped_at,place_id
4a,No Website + Some,Monterrey Auto Repair,"2400 Campbell Rd # G, Houston, TX 77080",Houston,Texas,(832) 880-0810,,4.1,9,Auto repair shop,Monday: 10 AM to 6 PM | Tuesday: 10 AM to 6 PM | Wednesday: 10 AM to 6 PM | Thursday: 10 AM to 6 PM | Friday: 10 AM to 6 PM | Saturday: 10 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Monterrey%20Auto%20Repair&query_place_id=ChIJaQ5e1wPFQIYRrk5ODJFnf4o,Spring Branch Central,no,auto repair shop,auto_repair,2026-03-11T16:23:05.947Z,ChIJaQ5e1wPFQIYRrk5ODJFnf4o
4a,No Website + Some,E-R General Auto Repair,"7758 Hammerly Blvd, Houston, TX 77055",Houston,Texas,(713) 857-0224,,4.1,9,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=E-R%20General%20Auto%20Repair&query_place_id=ChIJrdNJhyvEQIYRjJGwjKgkgrg,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:05.948Z,ChIJrdNJhyvEQIYRjJGwjKgkgrg
4a,No Website + Some,El Cuate Auto Repair®,"2902 E Thomas Rd, Phoenix, AZ 85016",Phoenix,Arizona,(602) 486-4317,,4.1,9,"Auto repair shop, Brake shop, Wheel alignment service",Monday: 7:30 AM to 6 PM | Tuesday: 7:30 AM to 6 PM | Wednesday: 7:30 AM to 6 PM | Thursday: 7:30 AM to 6 PM | Friday: 7:30 AM to 6 PM | Saturday: 7:30 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=El%20Cuate%20Auto%20Repair%C2%AE&query_place_id=ChIJn_mtpf0NK4cRg8_FIgAVM8w,Camelback East Village,no,auto repair shop,auto_repair,2026-03-11T16:22:35.939Z,ChIJn_mtpf0NK4cRg8_FIgAVM8w
4a,No Website + Some,JLA Automotive Service And Engine Repair,"3529 W Lincoln St, Phoenix, AZ 85009",Phoenix,Arizona,(602) 434-6105,,4.1,9,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 12 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=JLA%20Automotive%20Service%20And%20Engine%20Repair&query_place_id=ChIJS2vYD_oTK4cRDiyhr5gWQ20,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:41.559Z,ChIJS2vYD_oTK4cRDiyhr5gWQ20
4a,No Website + Some,Abels Body Shop LLC,"5619 S 107th Ave, Tolleson, AZ 85353",Tolleson,Arizona,(602) 459-4428,,4,9,Auto body shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Abels%20Body%20Shop%20LLC&query_place_id=ChIJGafn3QwTK4cR07k1dkbeXmk,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:27.494Z,ChIJGafn3QwTK4cR07k1dkbeXmk
4a,No Website + Some,Enriquez Auto Repair,"1207 E Cheryl Dr, Phoenix, AZ 85020",Phoenix,Arizona,(602) 943-0971,,4,10,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Enriquez%20Auto%20Repair&query_place_id=ChIJfQnkpoNtK4cRVtutzvkfyPE,North Mountain Village,no,auto repair shop,auto_repair,2026-03-11T16:22:47.424Z,ChIJfQnkpoNtK4cRVtutzvkfyPE
4a,No Website + Some,Joes Auto Repair,"9119 Friendly Rd, Houston, TX 77093",Houston,Texas,(832) 343-9406,,3.9,10,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Joes%20Auto%20Repair&query_place_id=ChIJVeixJ-u5QIYRYV3EVfeBUp0,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:15.959Z,ChIJVeixJ-u5QIYRYV3EVfeBUp0
4a,No Website + Some,ABC AUTO MECHANIC,"11154 Airline Dr, Houston, TX 77037",Houston,Texas,,,3.9,7,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=ABC%20AUTO%20MECHANIC&query_place_id=ChIJp8fizs_JQIYRVdkbYqCa9QU,Greater Greenspoint,no,auto repair shop,auto_repair,2026-03-11T16:22:33.204Z,ChIJp8fizs_JQIYRVdkbYqCa9QU
4a,No Website + Some,Adventure Auto Service,"1631 Oak Tree Dr, Houston, TX 77080",Houston,Texas,(281) 226-0278,,3.9,10,"Auto repair shop, Auto machine shop, Transmission shop",Monday: 8:30 AM to 8 PM | Tuesday: 8:30 AM to 8 PM | Wednesday: 8:30 AM to 8 PM | Thursday: 8:30 AM to 8 PM | Friday: 8:30 AM to 8 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Adventure%20Auto%20Service&query_place_id=ChIJ585Ze_rEQIYRQPbmIRO8Zl4,Northwest Houston,no,auto repair shop,auto_repair,2026-03-11T16:23:05.948Z,ChIJ585Ze_rEQIYRQPbmIRO8Zl4
4a,No Website + Some,FERNANDEZ TIRES LLC TRUCK & AUTO REPAIR,"901 S 35th Ave, Phoenix, AZ 85009",Phoenix,Arizona,(602) 315-1933,,3.8,10,Auto repair shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 7 PM | Sunday: Open 24 hours,https://www.google.com/maps/search/?api=1&query=FERNANDEZ%20TIRES%20LLC%20TRUCK%20%26%20AUTO%20REPAIR&query_place_id=ChIJ0XGBYlATK4cRH0517c3i4mI,Tierra Verde,no,auto repair shop,auto_repair,2026-03-11T16:22:44.902Z,ChIJ0XGBYlATK4cRH0517c3i4mI
4a,No Website + Some,Two Guys Auto Restoration,"17911 Aldine Westfield Rd, Houston, TX 77073",Houston,Texas,(281) 209-3211,,3.7,10,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Two%20Guys%20Auto%20Restoration&query_place_id=ChIJ-dAIn8e1QIYROEtNJ9vAV8A,,no,auto repair shop,auto_repair,2026-03-11T16:22:33.204Z,ChIJ-dAIn8e1QIYROEtNJ9vAV8A
4a,No Website + Some,Tony's Auto Repair Ste 1,"4501 S 7th Ave, Phoenix, AZ 85041",Phoenix,Arizona,(602) 796-5268,,3.7,6,Auto repair shop,Monday: 8:40 AM to 6 PM | Tuesday: 8:40 AM to 6 PM | Wednesday: 8:40 AM to 6 PM | Thursday: 8:40 AM to 6 PM | Friday: 8:40 AM to 6 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Tony's%20Auto%20Repair%20Ste%201&query_place_id=ChIJye6vjbERK4cRg0Vkt3FEVug,Broadway Gardens,no,auto repair shop,auto_repair,2026-03-11T16:22:35.940Z,ChIJye6vjbERK4cRg0Vkt3FEVug
4a,No Website + Some,Mr Mechanic Auto Service,"12965 W Hardy Rd, Houston, TX 77037",Houston,Texas,(832) 881-1896,,3.6,5,Auto repair shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: 8 AM to 3:30 AM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Mr%20Mechanic%20Auto%20Service&query_place_id=ChIJ52E0hYi3QIYRXg-83YecxJ4,Meadowviewland,no,auto repair shop,auto_repair,2026-03-11T16:22:30.776Z,ChIJ52E0hYi3QIYRXg-83YecxJ4
4a,No Website + Some,Roberto's Auto Repair Llc,"914 S 27th Ave, Phoenix, AZ 85009",Phoenix,Arizona,(480) 684-4049,https://www.facebook.com/robertosautorepair/?hc_ref=ARS3qcF1x1qppDNcPQbrArOEkaXx5kwbcgj302DjyploTmaMJlLBF4j7kSh8uUNGoTU&fref=nf,3.5,6,"Auto repair shop, Towing service",Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Roberto's%20Auto%20Repair%20Llc&query_place_id=ChIJlWA813QUK4cRn5bot3EBDwA,West Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:39.825Z,ChIJlWA813QUK4cRn5bot3EBDwA
4a,No Website + Some,Azael's Auto Repair & Tire Shop,"2401 W McDowell Rd, Phoenix, AZ 85009",Phoenix,Arizona,(323) 427-3059,,3.3,7,Auto repair shop,Monday: 8:30 AM to 7 PM | Tuesday: 8:30 AM to 7 PM | Wednesday: 8:30 AM to 7 PM | Thursday: 8:30 AM to 7 PM | Friday: 8:30 AM to 7 PM | Saturday: 8:30 AM to 7 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Azael's%20Auto%20Repair%20%26%20Tire%20Shop&query_place_id=ChIJeSN0Wj4TK4cRrGTX9Nb09EE,Maryvale Village,no,auto repair shop,auto_repair,2026-03-11T16:22:37.038Z,ChIJeSN0Wj4TK4cRrGTX9Nb09EE
4a,No Website + Some,Yuko Body Shop,"9232 N 9th Ave, Phoenix, AZ 85021",Phoenix,Arizona,(602) 757-5568,,3.3,10,Auto repair shop,Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Yuko%20Body%20Shop&query_place_id=ChIJpeSSMOZtK4cRfD8qCW4jvcU,Foothill Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:51.510Z,ChIJpeSSMOZtK4cRfD8qCW4jvcU
4a,No Website + Some,V8 Auto Service,"4228 S 16th St, Phoenix, AZ 85040",Phoenix,Arizona,(480) 452-9164,,3.2,9,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=V8%20Auto%20Service&query_place_id=ChIJm8_CnioOK4cRNkjxZpO49EI,Norman Acres,no,auto repair shop,auto_repair,2026-03-11T16:22:37.349Z,ChIJm8_CnioOK4cRNkjxZpO49EI
4a,No Website + Some,In & Out Tire Service Auto Repair,"7721 Almeda Genoa Rd suite a, Houston, TX 77075",Houston,Texas,,,3,4,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=In%20%26%20Out%20Tire%20Service%20Auto%20Repair&query_place_id=ChIJJVUtOhKXQIYRG_3KzVdKz8g,Greater Hobby Area,no,auto repair shop,auto_repair,2026-03-11T16:23:05.080Z,ChIJJVUtOhKXQIYRG_3KzVdKz8g
4a,No Website + Some,Lee Automotives,"6600 Laura Koppe Rd, Houston, TX 77016",Houston,Texas,(713) 635-5057,,2.8,4,Auto repair shop,Monday: 10 AM to 6 PM | Tuesday: 10 AM to 6 PM | Wednesday: 10 AM to 6 PM | Thursday: 10 AM to 6 PM | Friday: 10 AM to 6 PM | Saturday: 10 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Lee%20Automotives&query_place_id=ChIJv491mCO6QIYRb0HTvpFyn9I,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:22.286Z,ChIJv491mCO6QIYRb0HTvpFyn9I
4b,No Website + Good,David & Sons Auto,"7821 Rand St, Houston, TX 77028",Houston,Texas,(281) 701-5309,,5,30,Auto repair shop,Monday: 9 AM to 4 PM | Tuesday: 9 AM to 4 PM | Wednesday: 9 AM to 4 PM | Thursday: 9 AM to 4 PM | Friday: 9 AM to 4 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=David%20%26%20Sons%20Auto&query_place_id=ChIJJ7DaSUy7QIYRiJ0pysE1k0I,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:17.876Z,ChIJJ7DaSUy7QIYRiJ0pysE1k0I
4b,No Website + Good,Brady's Automotive,"98 Burress St, Houston, TX 77022",Houston,Texas,(713) 695-3534,,5,20,Auto repair shop,,https://www.google.com/maps/search/?api=1&query=Brady's%20Automotive&query_place_id=ChIJt-aoMmu4QIYRVKLfqS3EQuE,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:19.939Z,ChIJt-aoMmu4QIYRVKLfqS3EQuE
4b,No Website + Good,IBE Auto Repair,"7676 North Fwy Suite 713, Houston, TX 77037",Houston,Texas,(832) 608-5252,,5,11,Auto body shop,Monday: 8 AM to 6:30 PM | Tuesday: 8 AM to 6:30 PM | Wednesday: 8 AM to 6:30 PM | Thursday: 8 AM to 6:30 PM | Friday: 8 AM to 6:30 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=IBE%20Auto%20Repair&query_place_id=ChIJ4V8AXwrJQIYRtWm4L1F9UfY,Northside / Northline,no,auto repair shop,auto_repair,2026-03-11T16:22:21.114Z,ChIJ4V8AXwrJQIYRtWm4L1F9UfY
4b,No Website + Good,SUAREZ TIRE SHOP,"2707 Tidwell Rd, Houston, TX 77093",Houston,Texas,(832) 343-4145,,5,15,Tire shop,Monday: 9 AM to 7 PM | Tuesday: 9 AM to 7 PM | Wednesday: 9 AM to 7 PM | Thursday: 9 AM to 7 PM | Friday: 9 AM to 7 PM | Saturday: 9 AM to 7 PM | Sunday: 10 AM to 4 PM,https://www.google.com/maps/search/?api=1&query=SUAREZ%20TIRE%20SHOP&query_place_id=ChIJ9YxD18i5QIYRBOS9mO9rmx8,Northeast Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:23.859Z,ChIJ9YxD18i5QIYRBOS9mO9rmx8
4b,No Website + Good,Steven's Auto Service,"Houston, TX 77002",Houston,Texas,(713) 385-7857,https://m.facebook.com/profile.php?id=100094372282352,5,12,"Auto repair shop, Mechanic",Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Steven's%20Auto%20Service&query_place_id=ChIJ_Y-R-GNCQ0wRBmbt4JY-9A4,Downtown Houston,no,auto repair shop,auto_repair,2026-03-11T16:22:47.684Z,ChIJ_Y-R-GNCQ0wRBmbt4JY-9A4
4b,No Website + Good,Berrones Auto Services,"14000 S Post Oak Rd # 206, Houston, TX 77045",Houston,Texas,(713) 413-4884,,5,15,Auto repair shop,Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: 9 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Berrones%20Auto%20Services&query_place_id=ChIJc4lyFM7rQIYRfV0F31Wu1nI,Central Southwest,no,auto repair shop,auto_repair,2026-03-11T16:22:55.051Z,ChIJc4lyFM7rQIYRfV0F31Wu1nI
4b,No Website + Good,Larry Auto Repair Shop LLC,"4949 W Orem Dr, Houston, TX 77045",Houston,Texas,(281) 974-3042,,5,13,"Auto repair shop, Auto body shop, Auto bodywork mechanic, Brake shop, Car battery store, Tire shop",Monday: 8 AM to 7 PM | Tuesday: 8 AM to 7 PM | Wednesday: 8 AM to 7 PM | Thursday: 8 AM to 7 PM | Friday: 8 AM to 7 PM | Saturday: 8 AM to 5 PM | Sunday: 9 AM to 5 PM,https://www.google.com/maps/search/?api=1&query=Larry%20Auto%20Repair%20Shop%20LLC&query_place_id=ChIJE9cNh9brQIYRuugztP9bXeU,Central Southwest,no,auto repair shop,auto_repair,2026-03-11T16:22:55.052Z,ChIJE9cNh9brQIYRuugztP9bXeU
4b,No Website + Good,Xclusive Car Care LLC,"13365 Fondren Rd, Houston, TX 77085",Houston,Texas,(281) 706-7591,,5,38,Auto repair shop,Monday: 9 AM to 6:30 PM | Tuesday: 9 AM to 6:30 PM | Wednesday: 9 AM to 6:30 PM | Thursday: 9 AM to 6:30 PM | Friday: 9 AM to 6:30 PM | Saturday: 9 AM to 5 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Xclusive%20Car%20Care%20LLC&query_place_id=ChIJnwiYMAjpQIYRD0tVPhvf52U,Fondren Gardens,no,auto repair shop,auto_repair,2026-03-11T16:22:55.052Z,ChIJnwiYMAjpQIYRD0tVPhvf52U
4b,No Website + Good,Excellence Auto Fix (Mobile Service),"15155 Richmond Ave., Houston, TX 77082",Houston,Texas,(832) 420-7951,,5,22,Auto radiator repair service,Monday: 5:30 to 11 PM | Tuesday: 5:30 to 11 PM | Wednesday: 5:30 to 11 PM | Thursday: 5:30 to 11 PM | Friday: 5:30 to 11 PM | Saturday: 3:45 to 11 PM | Sunday: 9:30 AM to 10 PM,https://www.google.com/maps/search/?api=1&query=Excellence%20Auto%20Fix%20(Mobile%20Service)&query_place_id=ChIJ09ElIADdQIYRUcokBus7Urc,Westside,no,auto repair shop,auto_repair,2026-03-11T16:22:59.954Z,ChIJ09ElIADdQIYRUcokBus7Urc
4b,No Website + Good,Popular Auto Repair,"2018 Wirt Rd Building C, Houston, TX 77055",Houston,Texas,(281) 300-7674,,5,43,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Popular%20Auto%20Repair&query_place_id=ChIJO5wImC7EQIYRwJC0PYnGsWw,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:00.438Z,ChIJO5wImC7EQIYRwJC0PYnGsWw
4b,No Website + Good,Grand automotive,"9211 Ponderosa Ln, Houston, TX 77074",Houston,Texas,(713) 777-3306,,5,20,Auto repair shop,Monday: 9 AM to 6:30 PM | Tuesday: 9 AM to 6:30 PM | Wednesday: 9 AM to 6:30 PM | Thursday: 9 AM to 6:30 PM | Friday: 9 AM to 6:30 PM | Saturday: 9 AM to 6:30 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Grand%20automotive&query_place_id=ChIJNVVVVWHCQIYRVgpHp8VkfDE,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:00.757Z,ChIJNVVVVWHCQIYRVgpHp8VkfDE
4b,No Website + Good,Super Auto Repair,"1808 Jacquelyn Dr, Houston, TX 77055, Houston, TX 77024",Houston,TX,(832) 944-1036,,5,13,Auto repair shop,Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 2 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Super%20Auto%20Repair&query_place_id=ChIJN2wNFI_FQIYRzZs70aaZ8VQ,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:03.218Z,ChIJN2wNFI_FQIYRzZs70aaZ8VQ
4b,No Website + Good,Fastlane Auto Repair,"8620 Richmond Ave. suite h, Houston, TX 77063",Houston,Texas,(281) 888-6834,,5,92,Car repair and maintenance service,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 4 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Fastlane%20Auto%20Repair&query_place_id=ChIJPZqmsWjDQIYRPUgjqNvB7PY,Westside,no,auto repair shop,auto_repair,2026-03-11T16:23:03.407Z,ChIJPZqmsWjDQIYRPUgjqNvB7PY
4b,No Website + Good,Houston Auto Care & Collision,"8105 Almeda Genoa Rd, Houston, TX 77075",Houston,Texas,(713) 993-6697,,5,61,Auto body shop,Monday: 8 AM to 5:30 PM | Tuesday: 8 AM to 5:30 PM | Wednesday: 8 AM to 5:30 PM | Thursday: 8 AM to 5:30 PM | Friday: 8 AM to 5:30 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Houston%20Auto%20Care%20%26%20Collision&query_place_id=ChIJjeRA8uGXQIYR-t5n41_FfzU,Greater Hobby Area,no,auto repair shop,auto_repair,2026-03-11T16:23:05.080Z,ChIJjeRA8uGXQIYR-t5n41_FfzU
4b,No Website + Good,Ernesto’s Auto Repair,"5916 W 34th St unit a, Houston, TX 77092",Houston,Texas,(832) 818-4355,,5,15,Auto repair shop,Monday: 9:30 AM to 5 PM | Tuesday: 9:30 AM to 5 PM | Wednesday: 9:30 AM to 5 PM | Thursday: 9:30 AM to 5 PM | Friday: 9:30 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Ernesto%E2%80%99s%20Auto%20Repair&query_place_id=ChIJh1da2QzHQIYRXfTNFPlOBYE,Spring Branch East,no,auto repair shop,auto_repair,2026-03-11T16:23:05.948Z,ChIJh1da2QzHQIYRXfTNFPlOBYE
4b,No Website + Good,Marcos Auto Repair,"9126 W Montgomery Rd, Houston, TX 77088",Houston,Texas,(832) 546-4702,,5,21,Auto repair shop,Monday: 8 AM to 6 PM | Tuesday: 8 AM to 6 PM | Wednesday: 8 AM to 6 PM | Thursday: 8 AM to 6 PM | Friday: 8 AM to 6 PM | Saturday: 8 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Marcos%20Auto%20Repair&query_place_id=ChIJ39lMerzJQIYRDO4xDzJhKTQ,Acres Home,no,auto repair shop,auto_repair,2026-03-11T16:23:05.948Z,ChIJ39lMerzJQIYRDO4xDzJhKTQ
4b,No Website + Good,Phoenix Auto Repair & Paint,"2621 N 24th St, Phoenix, AZ 85008",Phoenix,Arizona,(520) 867-2751,,5,13,"Auto body shop, Auto bodywork mechanic, Auto painting, Auto repair shop",Monday: 9 AM to 4 PM | Tuesday: 9 AM to 4 PM | Wednesday: 9 AM to 4 PM | Thursday: 9 AM to 4 PM | Friday: 9 AM to 4 PM | Saturday: 9 AM to 7 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Phoenix%20Auto%20Repair%20%26%20Paint&query_place_id=ChIJN_ItsycNK4cR5f612zmTB0o,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:33.683Z,ChIJN_ItsycNK4cR5f612zmTB0o
4b,No Website + Good,L & J Auto Care,"2932 N 16th St # 3, Phoenix, AZ 85016",Phoenix,Arizona,(602) 279-1171,,5,12,Auto repair shop,Monday: 9 AM to 3:30 PM | Tuesday: 9 AM to 3:30 PM | Wednesday: 9 AM to 3:30 PM | Thursday: 9 AM to 3:30 PM | Friday: 9 AM to 3:30 PM | Saturday: 9 AM to 1 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=L%20%26%20J%20Auto%20Care&query_place_id=ChIJZccyeO8SK4cRU8NDKPDuqG8,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:33.683Z,ChIJZccyeO8SK4cRU8NDKPDuqG8
4b,No Website + Good,Santiago Auto Repair,"2306 W Tonto St, Phoenix, AZ 85009",Phoenix,Arizona,(623) 810-9504,,5,12,Auto repair shop,Monday: 9 AM to 6 PM | Tuesday: 9 AM to 6 PM | Wednesday: 9 AM to 6 PM | Thursday: 9 AM to 6 PM | Friday: 9 AM to 6 PM | Saturday: 9 AM to 6 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Santiago%20Auto%20Repair&query_place_id=ChIJmyhyatgTK4cRQsMXDB9ca-s,Estrella Village,no,auto repair shop,auto_repair,2026-03-11T16:22:37.038Z,ChIJmyhyatgTK4cRQsMXDB9ca-s
4b,No Website + Good,Triple J Auto,"1919 E Jefferson St, Phoenix, AZ 85034",Phoenix,Arizona,(480) 206-2852,,5,367,"Auto body shop, Auto glass shop",Monday: 8 AM to 5 PM | Tuesday: 8 AM to 5 PM | Wednesday: 8 AM to 5 PM | Thursday: 8 AM to 5 PM | Friday: 8 AM to 5 PM | Saturday: 8 AM to 3 PM | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Triple%20J%20Auto&query_place_id=ChIJM4dEmX8RK4cRYkm9XRknEx0,Central City,no,auto repair shop,auto_repair,2026-03-11T16:22:37.349Z,ChIJM4dEmX8RK4cRYkm9XRknEx0
4b,No Website + Good,Auto Repair / BA Auto Retail LLC #B,"2148 W Encanto Blvd, Phoenix, AZ 85009",Phoenix,Arizona,(623) 570-0190,,5,78,"Car repair and maintenance service, Auto body shop, Auto bodywork mechanic, Auto painting, Car dealer, Engine rebuilding service, Mechanic, Notary public",Monday: 9 AM to 5 PM | Tuesday: 9 AM to 5 PM | Wednesday: 9 AM to 5 PM | Thursday: 9 AM to 5 PM | Friday: 9 AM to 5 PM | Saturday: Closed | Sunday: Closed,https://www.google.com/maps/search/?api=1&query=Auto%20Repair%20%2F%20BA%20Auto%20Retail%20LLC%20%23B&query_place_id=ChIJ-aK7shUTK4cRUzCmcZMZNDk,Encanto Village,no,auto repair shop,auto_repair,2026-03-11T16:22:44.902Z,ChIJ-aK7shUTK4cRUzCmcZMZNDk
